,created_at,id,text
110,2022-07-07T23:13:52.000Z,1545184354527105025,@OmarAlghabra @WestJet Its customs and security Thats the biggest problem. And that is all on you
111,2022-07-07T23:13:51.000Z,1545184350051848192,RT @jlilleyman: @OmarAlghabra @WestJet What specific actions are being taken to reunite customers with missing luggage? It’s been 12 days s…
112,2022-07-07T23:13:40.000Z,1545184303482490880,"@OmarAlghabra @WestJet You are ruining our country. 

Leave us alone."
113,2022-07-07T23:13:39.000Z,1545184299518898176,RT @geraldsleepwell: @OmarAlghabra @WestJet So you wore a mask basically alone on a plane but didn't wear one in the meeting?
114,2022-07-07T23:13:22.000Z,1545184227557122048,@OmarAlghabra @WestJet What an IDIOT WEARING A MASK.
115,2022-07-07T23:13:11.000Z,1545184182011367424,@OmarAlghabra @WestJet So you wore a mask basically alone on a plane but didn't wear one in the meeting?
116,2022-07-07T23:13:05.000Z,1545184156304281600,@OmarAlghabra @WestJet Take that mask off. 🥴. What an idiot
117,2022-07-07T23:13:04.000Z,1545184150487007232,@OmarAlghabra @WestJet Using digital tech. Apps will solve the problems ..I think..!
118,2022-07-07T23:09:46.000Z,1545183319628840960,"@OmarAlghabra @WestJet Dear Arab Omar, why don’t you step down and let someone who likes all the Canadians to fix the issue. You got the job just because you are not Canadian and look different and probably because you are incompetent as well. Do the right thing, step down!"
119,2022-07-07T23:09:39.000Z,1545183290856177665,"@TorontoPearson If my experience with @WestJet this week was anything to go by, wait an additional 6 hours after a 8 hour flight this would be hell"
120,2022-07-07T23:09:14.000Z,1545183187474604034,@OmarAlghabra @WestJet Liar 🤥
121,2022-07-07T23:08:33.000Z,1545183016799969280,"@WestJet you will not break me. On hold for over two hours now and I will not give up. I will gain the status of ""Longest on hold with Westjet"". 

Jimminy Cricket y'all. You're taking bad customer service to a whole new level."
122,2022-07-07T23:08:01.000Z,1545182880787464192,@OmarAlghabra @WestJet https://t.co/NbjG3nOvpr
123,2022-07-07T23:07:34.000Z,1545182767276871688,@OmarAlghabra @WestJet https://t.co/m1mhxsncU2
124,2022-07-07T23:05:28.000Z,1545182240841543680,@MostLazySusan @OmarAlghabra @WestJet He’s just here for the money
125,2022-07-07T23:04:23.000Z,1545181964621283329,@OmarAlghabra @WestJet Now you are not. You made the problem. Take responsibility. https://t.co/K16dnDcXG2
126,2022-07-07T23:04:03.000Z,1545181883461521410,RT @DeptOfDFENS: @AHoensbroech @OmarAlghabra @WestJet And yet- Mr Algebra makes the plebs wear masks anytime we are at the airport or on an…
